retail,categoria,precio_internet,comentario,rating
linio,belleza,69990.0,            Maravilloso          ,5.0
linio,belleza,58490.0,            Excelente producto y presentacion          ,5.0
linio,belleza,21800.0,            muy buena la atencion y rapida la entrega          ,5.0
linio,belleza,27300.0,            muy rapido el servicio de entrega          ,5.0
linio,belleza,45790.0,            100% recomendable lino!           ,5.0
linio,tecnologia,19990.0,"            se pago por entrega el mismo dia y no se cumplio ,igual fue rapida la entrega en 3 dias          ",5.0
linio,hogar,149990.0,"            no me gusto para nada, viene con fallas y se demoro mas de la fecha estimada en llegar, espero que la devolucion nos sea tan engorrosa, no la recomiendo para nada          ",3.0
linio,hogar,69990.0,            rapido y confiables          ,5.0
linio,hogar,349990.0,            Increible muy eficiente          ,5.0
linio,videojuegos,19990.0,"            se pago por entrega el mismo dia y no se cumplio ,igual fue rapida la entrega en 3 dias          ",5.0
ripley,belleza,98990.0,"Lo llevo usando mas de un mes y no veo ningun cambio, en realidad no sirve para nada, no se los recomiendo, segun la resena del producto este haria efecto en dos semanas pero no es asi, pesimo producto",1.0
ripley,belleza,9090.0,"Son lociones de manos, que no es lo mismo que crema de manos Fue error mio pensar que eran cremas Tienen una contextura mas liquida que las cremas De todas maneras igual me gustaron porque tienen buena y rapida absorcion, ademas de que traen aromas muy variados Los aromas que traen son: Miel de almendras, Coco tropical, Manzana roja, Azucar de vainilla, Mango y Frambuesa",5.0
ripley,belleza,10490.0,"Lo recomiendo, producto de muy buena calidad",5.0
ripley,moda,27990.0,"Bello corte y modelo,  material livianoexcelente producto!!",5.0
ripley,moda,34990.0,Excelente pero la talla es mas grande,5.0
ripley,moda,9090.0,Hermosa ,5.0
ripley,moda,11890.0,"Esta polera es muy linda, el estampado es precioso!!!",5.0
ripley,moda,10490.0,"El color del estampado no es como de muestra en la fotografia, es mucho mas apagado :(",3.0
ripley,moda,6990.0,talla exacta justo lo que pedi lo recomiendo,5.0
ripley,moda,11890.0,bueno,5.0
ripley,moda,9090.0,"La tela es pesima!! Se agranda despues de pocos usos, y se le pegan muchas pelusas chiquititas",3.0
ripley,moda,6990.0,"Bonita, pero al primer lavado la tela se encoge",3.0
ripley,moda,9090.0,"Me gusto, pedi talla m pero en verdad es como S Es un poco mas corta de lo que pensaba, queda sobre el ombligo pero no me molesta",5.0
ripley,moda,10490.0,La polera es un poco mas clara y los vuelitos que tiene no son tan identicos  a la de la foto creo que te ase ver un poco mas ancha de arriba y de largo yo diria que es un poco mas corta,3.0
ripley,moda,10490.0,"muy linda y comoda , claro que es corta pero el que no quiera mostrar la guatita se le agrega un pedacito,",5.0
ripley,moda,9090.0,"No me gusto el material de la polera, muy delgada y se traslucia todo",3.0
ripley,moda,9090.0,"No es una mala polera pero no vale el precio original ya que es muy delgada en exceso pense que el estampado era de lentejuelas y de ahi el precio ,pero no ,es simple estampado",3.0
ripley,moda,4190.0,Talla grande pero pequeno,1.0
ripley,moda,9090.0,"Horrible la polera, cuadrada sin forma gigante, pesima compra, la devolvere",1.0
ripley,moda,9090.0,En la parte de abajo viene mal cortada y sin terminacion,1.0
ripley,moda,10490.0,"Polera extremadamente corta, recomiendo comprar 2 tallas para que quede como croptop La voy a cambiar",1.0
ripley,moda,10490.0,"Dice que es polera, y es body tipo colaless Ojo con eso",3.0
ripley,moda,6990.0,"La talla no es la indicada, compre una M parece L hasta XL y la confeccion no es muy buena",1.0
ripley,moda,4190.0,Linda!!! Igual a la foto,5.0
ripley,moda,6990.0,"Muy lindo pero es Enanoooo, yo compre M y es como XS asi que ojo",5.0
ripley,moda,9090.0,"Me encanto, porque no se trasluce",5.0
ripley,moda,3490.0,Me encanto Linda caida de la tela Pedi talla L y me calzo perfecto Feliz con mi compra,5.0
ripley,moda,10390.0,"La tela es tipo viscosa y por lo tanto liviana, compre una L y es algo pequena, el estampado es igual",5.0
ripley,moda,9090.0,"Hermosa polera, buena calidad",5.0
ripley,moda,10490.0,La tela es muy suave y fresca,5.0
ripley,moda,7990.0,Buena calidad,5.0
ripley,moda,10390.0,"Es una bonita polera, solo que las terminaciones de las mangas y bordes del cuello se arrugan con el tiempo",3.0
ripley,moda,11890.0,"Me gusta esta marca, me identifica",5.0
ripley,moda,13990.0,Muy bonita tal cual se ve en la foto  es un poco trasparente  pero esta bien,5.0
ripley,moda,17490.0,Exelente calidad muy buenas terminaciones,5.0
ripley,moda,13990.0,"Es bonita Tal cual como se ve en la foto Al lavarla queda un poquito menos larga Pero casi ni se nota La recomiendo si esta en oferta porque mi experiencia con esta marca es que los colores tienden a destenirse luego de muchos usos o a estirarse el genero Si esta en oferta, la recomiendo a ojos cerrado, pero no durara lo mismo que una blusa mas cara",5.0
ripley,moda,15390.0,"Hermoso pero se destine demasiado, apenas quedo celeste clarito y gastado",3.0
ripley,moda,17490.0,"Muy buena calidad Los colores concuerdan a la foto Se nota mas grueso que en la foto Pedi una talla S (suelo ser M) pero me quedo bien de cuerpo, justo a la cintura No mas largo",5.0
ripley,moda,17490.0,"no lo compren , no vale la pena",1.0
ripley,moda,11890.0,"Muy comodo Tal como se ve en la imagen La tela de buena calidad, ya ha tenido dos lavados y el color y textura persisten muy bien",5.0
ripley,moda,11890.0,"Producto de buena calidad, muy lindo",5.0
ripley,moda,13990.0,"Lo compro mi esposa, el diseno y talla estan perfectos Pero la calidad es pesima, llena de pelusas todo lo que tocas",3.0
ripley,moda,13990.0,Producto de buena calidad y alla indicada,5.0
ripley,moda,11890.0,"Deforme, el cuello y cadera apretado Muy corto Las mangas son mucho mas englobadas que como se ven en la foto",3.0
ripley,moda,11890.0,"Compre el poleron en talla M y me quedo grande (es bien largo, tipo oversize) El algodon del interior es de los que suelta pelusas y deja las poleras motudas, por lo demas,es lindo y abrigador",3.0
ripley,moda,13990.0,"El material es muy delgado y tiene como un elastico en la parte de abajo que no favorece, no me gusto",3.0
ripley,moda,13990.0,Buenisimo Me encanto Y llego super rapido   ,5.0
ripley,moda,10490.0,"Me encanto, buena calidad",5.0
ripley,moda,13990.0,"Buena calidad, soy talla S pero uso oversize, por lo que, compre una M y me queda como muestra la chica en la foto",5.0
ripley,moda,13990.0,"Hermoso!!! Me encanto es estilo holgado, muy comodo y bello Compre M y me quedo perfecto, mido 158 Lo ame",5.0
ripley,moda,11890.0,"Pesima calidad, se lleno de motas a la segunda postura!",1.0
ripley,moda,14990.0,"Compre 2  y se los regale a mi senora, le encantaron Solo una cosa la talla L es grande ;)",5.0
ripley,moda,17490.0,"La tela es suave y agradable al tacto El sweter es ancho, yo soy talla M pero la talla S me quedo bien",5.0
ripley,moda,11890.0,"Un poco corto, pense que seria mas largo ya que se veia como sweter de invierno y queria algo bien abrigador; en cuanto al resto, nada malo",5.0
ripley,moda,11890.0,"Queda muy bonito, es delgado pero se puede usar con otra prenda debajo",5.0
ripley,moda,10490.0,"cumple lo esperado, comodo y sencillo, pareciera ser de muy buena calidad",5.0
ripley,moda,20990.0,Es maravilloso!!! Tamano normal,5.0
ripley,moda,23990.0,"Exquisito, me encanto el calce, la tela y obviamente el diseno",5.0
ripley,moda,11890.0,"Me encanto la blusa, es comoda y fresca El unico detalle es que hay que plancharla",5.0
ripley,moda,10490.0,Hermosa y tela muy viscosa queda perfecta y el envio muy rapido,5.0
ripley,moda,17490.0,Excelente calidad !!,5.0
ripley,moda,11890.0,Es bonita y combinable la blusa negrs con todo tipo de ropa,5.0
ripley,moda,13990.0,Muy mala calidad,1.0
ripley,moda,11890.0,De talla super bien El color tambien muy bonito La presentacion pesima no podia venir mas arrugada solo por eso no doy cinco estrellas,5.0
ripley,moda,11890.0,"Lo escoji para un regalo y lo encontre adecuado, tienen roductos para todos los gustos y buena calidad, ademas es una blusa que se adecua para toda persona y es comoda y hermosa por eso la escoji Lo otro es que la tienda es dentro de todas  la mejor en cuanto a vestuarios mucha variedad para todos los gustos",5.0
ripley,moda,9090.0,"Es muy linda, buena calidad y  la talla es correcta No es ajustada yo compre talla S y me quedo bien",5.0
ripley,moda,9090.0,La pollera es super corta mido 167 normalmente soy talla L pero compre xl para que me quedara mas larga y me quedo super corta,1.0
ripley,moda,11890.0,Excelente calidad de tela,5.0
ripley,moda,10490.0,"Es preciosa, la tengo en negra xs, repongan mas tallas por favor :( quiero comprar la blanca y otra negra, me encanta   ",5.0
ripley,moda,11890.0,"La blusa es linda pero el material pesimo La he ocupado 2 veces y desde la primera vez que me la puse, los detalles de las margaritas en la tela se fueron soltando y cayendopesima calidad Ademas la tela es muy sintetica, es muy parecida a la tela para visillo (cortina)",1.0
ripley,moda,11890.0,"muy linda y muy buena calidad , tiene calce perfecto me encanto!!!!!",5.0
ripley,moda,11890.0,"Le encanto a mi senora, medidas correctas, tela muy buena y bien terminada",5.0
ripley,moda,10490.0,"Excelente blusa, muy buena calidad-precio Excelente para regalo a mi esposa",5.0
ripley,moda,11890.0,Excelente precio y calidad !,5.0
ripley,moda,13990.0,Es muy comoda un poco mas ancha que lo habitual lo que se agradece,5.0
ripley,moda,19990.0,"Linda blusa, caida perfecta el tallaje adecuado a la mujer chilena",5.0
ripley,moda,13990.0,Muy linda y delicada,5.0
ripley,moda,20990.0,"Muy linda la blusa, quedo perfecta",5.0
ripley,moda,9090.0,"La tela del body es algodon y las magas son de tela de camisa, en color egro no hace ninguna diferencia de tono La parte de abajo es colales, lo que para mi es perfecto, porque no me gusta que se me marque el calzon Pedi la talla que usualmente uso para las boleras y me queda super",5.0
ripley,moda,10490.0,Es Body Bastante corto,3.0
ripley,moda,10490.0,"Esta muy bonito pero la talla s me quedo muy apretada, voy a tener que ir a cambiar por una m, se transluce un poco si te queda muy apretado , compre color blanco, se recomienda pedir una talla mas",5.0
ripley,moda,10490.0,"El body es muy bonito, la talla corresponde y es de buena calidad Tengo los dos colores y se ven hermosos",5.0
ripley,moda,13990.0,Es muy lindo y la tela igual,5.0
ripley,moda,13990.0,Excelente calidad!,5.0
ripley,moda,17490.0,"Muy buen producto, excelente ! Queda muy bien",5.0
ripley,moda,17490.0,"Muy hermoso, justo lo que me imaginaba Quede muy conforme con este regalo que hice",5.0
ripley,moda,24990.0,"Hermosa chaqueta, se nota la calidad de la tela La recomiendo 100% a la gente que le gusta esta marca",5.0
ripley,moda,34990.0,"El color es un poco mas amarillo de lo que se ve en la foto,  no estira mucho la tela a diferencia de otros abrigos Marquis  Sin embargo se ve bonito",3.0
